from_transaction,to_domain,role
3305747,yahoo.com,purchaser
3305748,gmail.com,purchaser
3305749,gmail.com,purchaser
3305750,anonymous.com,purchaser
3305751,cableone.net,purchaser
3305753,live.com,purchaser
3305755,aol.com,purchaser
3305757,yahoo.com,purchaser
3305758,hotmail.com,purchaser
3305758,hotmail.com,recipient
3305759,ymail.com,purchaser
3305760,gmail.com,purchaser
3305760,gmail.com,recipient
3305761,gmail.com,purchaser
3305762,outlook.es,purchaser
3305762,outlook.es,recipient
3305763,comcast.net,purchaser
3305764,gmail.com,purchaser
3305765,yahoo.com,purchaser
3305766,outlook.es,purchaser
3305766,outlook.es,recipient
3305767,gmail.com,purchaser
3305768,gmail.com,purchaser
3305769,aol.com,purchaser
3305770,anonymous.com,purchaser
3305770,anonymous.com,recipient
3305771,gmail.com,purchaser
3305771,anonymous.com,recipient
3305772,hotmail.com,purchaser
3305774,gmail.com,purchaser
3305775,outlook.com,purchaser
3305775,outlook.com,recipient
3305776,outlook.com,purchaser
3305777,yahoo.com,purchaser
3305778,gmail.com,purchaser
3305779,msn.com,purchaser
3305780,yahoo.com,purchaser
3305781,gmail.com,purchaser
3305782,ymail.com,purchaser
3305783,gmail.com,purchaser
3305784,gmail.com,purchaser
3305785,gmail.com,purchaser
3305786,yahoo.com,purchaser
3305787,gmail.com,purchaser
3305788,gmail.com,purchaser
3305788,gmail.com,recipient
3305789,gmail.com,purchaser
3305790,gmail.com,purchaser
3305791,gmail.com,purchaser
3305791,gmail.com,recipient
3305792,yahoo.com,purchaser
3305793,anonymous.com,purchaser
3305794,yahoo.com,purchaser
3305795,hotmail.com,purchaser
3305795,hotmail.com,recipient
3305797,gmail.com,purchaser
3305798,yahoo.com,purchaser
3305799,gmail.com,purchaser
3305799,gmail.com,recipient
3305801,yahoo.com,purchaser
3305804,hotmail.es,purchaser
3305804,hotmail.es,recipient
3305805,yahoo.com,purchaser
3305806,gmail.com,purchaser
3305807,hotmail.com,purchaser
3305807,hotmail.com,recipient
3305808,yahoo.com,purchaser
3305811,gmail.com,purchaser
3305812,yahoo.com,purchaser
3305813,aol.com,purchaser
3305814,yahoo.com,purchaser
3305815,live.com,purchaser
3305815,live.com,recipient
3305816,yahoo.com,purchaser
3305817,gmail.com,purchaser
3305818,yahoo.com,purchaser
3305819,gmail.com,purchaser
3305820,gmail.com,purchaser
3305820,gmail.com,recipient
3305821,gmail.com,purchaser
3305822,hotmail.com,purchaser
3305823,yahoo.com,purchaser
3305824,gmail.com,purchaser
3305825,gmail.com,purchaser
3305827,hotmail.com,purchaser
3305827,hotmail.com,recipient
3305828,yahoo.com,purchaser
3305829,comcast.net,purchaser
3305830,hotmail.com,purchaser
3305831,icloud.com,purchaser
3305833,aol.com,purchaser
3305834,gmail.com,purchaser
3305835,hotmail.com,purchaser
3305835,hotmail.com,recipient
3305836,gmail.com,purchaser
3305838,gmail.com,purchaser
3305839,yahoo.com,purchaser
3305840,gmail.com,purchaser
3305841,gmail.com,purchaser
3305841,gmail.com,recipient
3305842,gmail.com,purchaser
3305843,gmail.com,purchaser
3305845,gmail.com,purchaser
3305846,gmail.com,purchaser
3305847,anonymous.com,purchaser
3305848,aol.com,purchaser
3305849,hotmail.com,purchaser
3305850,gmail.com,purchaser
3305851,gmail.com,purchaser
3305852,yahoo.com,purchaser
3305854,hotmail.com,purchaser
3305855,gmail.com,purchaser
3305855,gmail.com,recipient
3305856,gmail.com,purchaser
3305857,yahoo.com,purchaser
3305858,gmail.com,purchaser
3305859,gmail.com,purchaser
3305859,gmail.com,recipient
3305860,yahoo.com,purchaser
3305861,gmail.com,purchaser
3305861,gmail.com,recipient
3305862,yahoo.com,purchaser
3305863,gmail.com,purchaser
3305864,comcast.net,purchaser
3305865,yahoo.com,purchaser
3305866,gmail.com,purchaser
3305867,gmail.com,purchaser
3305868,hotmail.com,purchaser
3305868,hotmail.com,recipient
3305869,hotmail.com,purchaser
3305870,outlook.com,purchaser
3305871,gmail.com,purchaser
3305872,yahoo.com,purchaser
3305873,gmail.com,purchaser
3305874,icloud.com,purchaser
3305875,aol.com,purchaser
3305876,yahoo.com,purchaser
3305876,yahoo.com,recipient
3305877,gmail.com,purchaser
3305878,gmail.com,purchaser
3305878,anonymous.com,recipient
3305879,gmail.com,purchaser
3305880,gmail.com,purchaser
3305881,outlook.com,purchaser
3305881,outlook.com,recipient
3305883,gmail.com,purchaser
3305884,web.de,purchaser
3305884,web.de,recipient
3305885,gmail.com,purchaser
3305885,gmail.com,recipient
3305886,ymail.com,purchaser
3305887,hotmail.com,purchaser
3305887,hotmail.com,recipient
3305889,gmail.com,purchaser
3305891,yahoo.com,purchaser
3305891,gmail.com,recipient
3305892,gmail.com,purchaser
3305894,hotmail.com,purchaser
3305894,hotmail.com,recipient
3305895,gmail.com,purchaser
3305896,hotmail.com,purchaser
3305897,yahoo.com,purchaser
3305898,gmail.com,purchaser
3305899,hotmail.com,purchaser
3305899,gmail.com,recipient
3305900,aol.com,purchaser
3305901,gmail.com,purchaser
3305902,yahoo.com,purchaser
3305903,hotmail.com,purchaser
3305903,hotmail.com,recipient
3305904,gmail.com,purchaser
3305905,gmail.com,purchaser
3305905,gmail.com,recipient
3305906,gmail.com,purchaser
3305908,yahoo.com,purchaser
3305908,yahoo.com,recipient
3305909,gmail.com,purchaser
3305910,gmail.com,purchaser
3305911,hotmail.com,purchaser
3305911,hotmail.com,recipient
3305913,gmail.com,purchaser
3305915,anonymous.com,purchaser
3305916,yahoo.com,purchaser
3305917,gmail.com,purchaser
3305918,gmail.com,purchaser
3305919,aol.com,purchaser
3305920,gmail.com,purchaser
3305921,yahoo.com,purchaser
3305922,aol.com,purchaser
3305923,icloud.com,purchaser
3305924,yahoo.com,purchaser
3305925,yahoo.com,purchaser
3305926,gmail.com,purchaser
3305927,outlook.com,purchaser
3305928,hotmail.com,purchaser
3305928,hotmail.com,recipient
3305929,verizon.net,purchaser
3305931,anonymous.com,purchaser
3305932,gmail.com,purchaser
3305932,gmail.com,recipient
3305933,yahoo.com,purchaser
3305934,anonymous.com,purchaser
3305936,gmail.com,purchaser
3305937,yahoo.com,purchaser
3305937,yahoo.com,recipient
3305938,live.com,purchaser
3305939,hotmail.com,purchaser
3305939,hotmail.com,recipient
3305940,yahoo.com,purchaser
3305941,anonymous.com,purchaser
3305942,gmail.com,purchaser
3305943,hotmail.com,purchaser
3305943,hotmail.com,recipient
3305944,gmail.com,purchaser
3305945,aol.com,purchaser
3305947,gmail.com,purchaser
3305948,yahoo.com,purchaser
3305949,cox.net,purchaser
3305951,gmail.com,purchaser
3305953,hotmail.com,purchaser
3305953,hotmail.com,recipient
3305954,gmail.com,purchaser
3305956,gmail.com,purchaser
3305957,gmail.com,purchaser
3305957,gmail.com,recipient
3305959,gmail.com,purchaser
3305961,ymail.com,purchaser
3305962,gmail.com,purchaser
3305963,hotmail.com,purchaser
3305964,anonymous.com,purchaser
3305967,gmail.com,purchaser
3305968,anonymous.com,purchaser
3305969,yahoo.com,purchaser
3305970,gmail.com,purchaser
3305971,hotmail.com,purchaser
3305971,hotmail.com,recipient
3305972,aol.com,purchaser
3305973,comcast.net,purchaser
3305974,gmail.com,purchaser
3305975,hotmail.com,purchaser
3305975,hotmail.com,recipient
3305976,gmail.com,purchaser
3305979,me.com,purchaser
3305980,gmail.com,purchaser
3305981,gmail.com,purchaser
3305983,gmail.com,purchaser
3305983,gmail.com,recipient
3305984,live.com,purchaser
3305984,live.com,recipient
3305985,yahoo.com,purchaser
3305986,gmail.com,purchaser
3305987,yahoo.com,purchaser
3305988,gmail.com,purchaser
3305989,gmail.com,purchaser
3305990,gmail.com,purchaser
3305990,gmail.com,recipient
3305991,yahoo.com,purchaser
3305992,gmail.com,purchaser
3305993,yahoo.com,purchaser
3305994,yahoo.com,purchaser
3305995,gmail.com,purchaser
3305996,gmail.com,purchaser
3305997,gmail.com,purchaser
3305998,gmail.com,purchaser
3306000,yahoo.com,purchaser
3306001,gmail.com,purchaser
3306002,yahoo.com,purchaser
3306003,live.com,purchaser
3306004,yahoo.com,purchaser
3306005,aol.com,purchaser
3306006,anonymous.com,purchaser
3306006,anonymous.com,recipient
3306008,hotmail.com,purchaser
3306008,hotmail.com,recipient
3306009,live.com,purchaser
3306010,gmail.com,purchaser
3306011,hotmail.com,purchaser
3306013,yahoo.com,purchaser
3306014,anonymous.com,purchaser
3306015,hotmail.com,purchaser
3306015,hotmail.com,recipient
3306016,gmail.com,purchaser
3306019,comcast.net,purchaser
3306022,yahoo.com,purchaser
3306023,gmail.com,purchaser
3306025,aol.com,purchaser
3306027,hotmail.com,purchaser
3306028,yahoo.com,purchaser
3306030,hotmail.com,purchaser
3306031,aol.com,purchaser
3306031,gmail.com,recipient
3306032,gmail.com,purchaser
3306033,yahoo.com,purchaser
3306034,gmail.com,purchaser
3306035,yahoo.com,purchaser
3306036,yahoo.com,purchaser
3306037,hotmail.com,purchaser
3306037,hotmail.com,recipient
3306038,gmail.com,purchaser
3306038,gmail.com,recipient
3306039,hotmail.com,purchaser
3306041,gmail.com,purchaser
3306042,icloud.com,purchaser
3306042,icloud.com,recipient
3306043,gmail.com,purchaser
3306044,gmail.com,purchaser
3306045,icloud.com,purchaser
3306046,gmail.com,purchaser
3306047,gmail.com,purchaser
3306048,hotmail.com,recipient
3306049,yahoo.com.mx,purchaser
3306049,yahoo.com.mx,recipient
3306050,yahoo.com,purchaser
3306051,optonline.net,purchaser
3306052,gmail.com,purchaser
3306053,yahoo.com,purchaser
3306055,yahoo.com,purchaser
3306056,gmail.com,purchaser
3306057,gmail.com,purchaser
3306058,yahoo.com,purchaser
3306060,gmail.com,purchaser
3306061,gmail.com,purchaser
3306062,yahoo.com,purchaser
3306062,yahoo.com,recipient
3306065,gmail.com,purchaser
3306066,gmail.com,purchaser
3306067,gmail.com,purchaser
3306068,yahoo.com,purchaser
3306069,yahoo.com,purchaser
3306070,gmail.com,purchaser
3306073,gmail.com,purchaser
3306074,comcast.net,purchaser
3306075,gmail.com,purchaser
3306077,gmail.com,purchaser
3306078,gmail.com,purchaser
3306079,anonymous.com,purchaser
3306081,gmail.com,purchaser
3306082,hotmail.com,purchaser
3306082,hotmail.com,recipient
3306083,gmail.com,purchaser
3306083,gmail.com,recipient
3306084,gmail.com,purchaser
3306085,gmail.com,purchaser
3306086,verizon.net,purchaser
3306088,ymail.com,purchaser
3306090,yahoo.com,purchaser
3306091,hotmail.com,purchaser
3306092,aol.com,purchaser
3306093,gmail.com,purchaser
3306094,msn.com,purchaser
3306095,gmail.com,purchaser
3306095,gmail.com,recipient
3306096,gmail.com,purchaser
3306097,anonymous.com,purchaser
3306098,gmail.com,recipient
3306100,gmail.com,purchaser
3306103,hotmail.com,purchaser
3306104,gmail.com,purchaser
3306105,gmail.com,purchaser
3306106,hotmail.com,purchaser
3306108,aol.com,purchaser
3306110,aol.com,purchaser
3306111,gmail.com,purchaser
3306111,gmail.com,recipient
3306112,yahoo.com,purchaser
3306113,anonymous.com,purchaser
3306113,anonymous.com,recipient
3306114,gmail.com,purchaser
3306115,comcast.net,purchaser
3306116,gmail.com,purchaser
3306116,gmail.com,recipient
3306117,gmail.com,recipient
3306118,gmail.com,purchaser
3306119,gmail.com,purchaser
3306119,gmail.com,recipient
3306121,att.net,purchaser
3306121,att.net,recipient
3306122,gmail.com,purchaser
3306122,gmail.com,recipient
3306123,gmail.com,purchaser
3306124,yahoo.com,purchaser
3306125,aol.com,purchaser
3306126,hotmail.com,purchaser
3306127,yahoo.com,purchaser
3306129,yahoo.com,purchaser
3306130,hotmail.com,purchaser
3306130,hotmail.com,recipient
3306131,hotmail.com,purchaser
3306132,hotmail.com,purchaser
3306132,hotmail.com,recipient
3306133,anonymous.com,purchaser
3306134,gmail.com,purchaser
3306136,gmail.com,purchaser
3306137,anonymous.com,purchaser
3306139,anonymous.com,purchaser
3306141,sbcglobal.net,purchaser
3306142,gmail.com,purchaser
3306144,gmail.com,purchaser
3306144,gmail.com,recipient
3306145,gmail.com,recipient
3306146,anonymous.com,purchaser
3306147,yahoo.com,purchaser
3306148,hotmail.com,purchaser
3306148,hotmail.com,recipient
3306149,gmail.com,purchaser
3306151,gmail.com,purchaser
3306152,gmail.com,purchaser
3306153,gmail.com,purchaser
3306154,gmail.com,purchaser
3306155,hotmail.com,purchaser
3306155,hotmail.com,recipient
3306157,comcast.net,purchaser
3306158,live.com.mx,purchaser
3306158,live.com.mx,recipient
3306159,yahoo.com,purchaser
3306160,yahoo.com,purchaser
3306161,yahoo.com,purchaser
3306162,anonymous.com,purchaser
3306162,anonymous.com,recipient
3306163,gmail.com,purchaser
3306164,gmail.com,purchaser
3306165,gmail.com,purchaser
3306166,icloud.com,purchaser
3306168,yahoo.com,purchaser
3306169,yahoo.com,purchaser
3306169,anonymous.com,recipient
3306170,yahoo.com,purchaser
3306171,yahoo.com,purchaser
3306171,gmail.com,recipient
3306172,hotmail.com,purchaser
3306172,hotmail.com,recipient
3306173,gmail.com,purchaser
3306174,gmail.com,recipient
3306175,hotmail.com,purchaser
3306175,hotmail.com,recipient
3306176,comcast.net,purchaser
3306177,gmail.com,purchaser
3306178,gmail.com,purchaser
3306179,gmail.com,purchaser
3306180,gmail.com,purchaser
3306181,yahoo.com,purchaser
3306182,gmail.com,purchaser
3306183,hotmail.com,purchaser
3306184,gmail.com,purchaser
3306185,gmail.com,purchaser
3306185,gmail.com,recipient
3306186,gmail.com,purchaser
3306187,gmail.com,purchaser
3306188,centurylink.net,purchaser
3306189,comcast.net,purchaser
3306190,yahoo.com,purchaser
3306191,hotmail.com,purchaser
3306191,hotmail.com,recipient
3306192,yahoo.es,purchaser
3306193,aol.com,purchaser
3306194,gmail.com,purchaser
3306195,gmail.com,purchaser
3306196,yahoo.com,recipient
3306197,gmail.com,purchaser
3306198,gmail.com,purchaser
3306199,aol.com,purchaser
3306201,gmail.com,purchaser
3306202,aol.com,purchaser
3306203,web.de,purchaser
3306203,web.de,recipient
3306204,gmail.com,purchaser
3306205,yahoo.com,purchaser
3306206,gmail.com,purchaser
3306207,gmail.com,purchaser
3306208,gmail.com,recipient
3306209,gmail.com,purchaser
3306209,gmail.com,recipient
3306210,gmail.com,purchaser
3306210,gmail.com,recipient
3306211,gmail.com,purchaser
3306212,yahoo.com,purchaser
3306214,outlook.com,purchaser
3306214,outlook.com,recipient
3306215,gmail.com,purchaser
3306216,gmail.com,purchaser
3306217,gmail.com,purchaser
3306218,yahoo.com,purchaser
3306220,hotmail.com,purchaser
3306221,gmail.com,purchaser
3306221,gmail.com,recipient
3306222,gmail.com,purchaser
3306223,ymail.com,purchaser
3306223,ymail.com,recipient
3306224,yahoo.com,purchaser
3306225,gmail.com,purchaser
3306226,yahoo.com,purchaser
3306228,yahoo.com,purchaser
3306229,yahoo.com,purchaser
3306231,gmail.com,purchaser
3306232,yahoo.com,purchaser
3306233,gmail.com,purchaser
3306234,gmail.com,purchaser
3306235,gmail.com,purchaser
3306235,gmail.com,recipient
3306237,gmail.com,purchaser
3306238,bellsouth.net,purchaser
3306239,yahoo.com,purchaser
3306240,bellsouth.net,purchaser
3306241,yahoo.com.mx,purchaser
3306241,yahoo.com.mx,recipient
3306242,gmail.com,purchaser
3306243,anonymous.com,purchaser
3306243,anonymous.com,recipient
3306244,hotmail.com,purchaser
3306247,hotmail.com,purchaser
3306248,yahoo.com,purchaser
3306250,hotmail.com,purchaser
3306250,hotmail.com,recipient
3306251,gmail.com,purchaser
3306252,gmail.com,purchaser
3306253,gmail.com,purchaser
3306254,hotmail.com,purchaser
3306255,yahoo.com,purchaser
3306256,yahoo.com,purchaser
3306257,yahoo.com,purchaser
3306258,hotmail.com,purchaser
3306259,gmail.com,purchaser
3306261,gmail.com,purchaser
3306262,gmail.com,purchaser
3306263,gmail.com,purchaser
3306264,gmail.com,purchaser
3306265,outlook.com,purchaser
3306266,verizon.net,purchaser
3306267,mail.com,purchaser
3306268,gmail.com,purchaser
3306269,gmail.com,purchaser
3306270,aol.com,purchaser
3306271,hotmail.com,purchaser
3306271,hotmail.com,recipient
3306272,gmail.com,purchaser
3306273,yahoo.com,purchaser
3306274,gmail.com,purchaser
3306275,anonymous.com,purchaser
3306277,anonymous.com,purchaser
3306277,anonymous.com,recipient
3306278,outlook.com,purchaser
3306279,gmail.com,purchaser
3306280,yahoo.com,purchaser
3306281,hotmail.com,purchaser
3306282,comcast.net,purchaser
3306283,anonymous.com,purchaser
3306283,anonymous.com,recipient
3306284,gmail.com,purchaser
3306285,gmail.com,purchaser
3306287,gmail.com,purchaser
3306289,gmail.com,recipient
3306290,gmail.com,purchaser
3306291,gmail.com,purchaser
3306291,gmail.com,recipient
3306292,hotmail.com,purchaser
3306293,gmail.com,purchaser
3306294,hotmail.com,purchaser
3306294,hotmail.com,recipient
3306295,anonymous.com,purchaser
3306296,hotmail.com,purchaser
3306297,gmail.com,purchaser
3306298,comcast.net,purchaser
3306300,hotmail.com,purchaser
3306301,gmail.com,purchaser
3306302,gmail.com,purchaser
3306304,yahoo.com,purchaser
3306305,yahoo.com,purchaser
3306307,gmail.com,purchaser
3306308,icloud.com,purchaser
3306309,yahoo.com,purchaser
3306311,gmail.com,purchaser
3306312,yahoo.com,purchaser
3306313,yahoo.com,purchaser
3306314,gmail.com,purchaser
3306316,gmail.com,purchaser
3306317,yahoo.com,purchaser
3306318,yahoo.com,purchaser
3306319,gmail.com,purchaser
3306320,gmail.com,purchaser
3306321,anonymous.com,purchaser
3306322,yahoo.com,purchaser
3306323,yahoo.com,purchaser
3306324,yahoo.com,purchaser
3306325,yahoo.com,purchaser
3306326,yahoo.com,purchaser
3306327,gmail.com,purchaser
3306329,hotmail.com,purchaser
3306330,hotmail.com,purchaser
3306330,hotmail.com,recipient
3306331,gmail.com,purchaser
3306332,gmail.com,purchaser
3306334,gmail.com,purchaser
3306335,yahoo.com,purchaser
3306336,yahoo.com,purchaser
3306337,gmail.com,purchaser
3306338,hotmail.com,purchaser
3306339,gmail.com,purchaser
3306340,anonymous.com,purchaser
3306342,windstream.net,purchaser
3306342,windstream.net,recipient
3306345,charter.net,purchaser
3306346,yahoo.com,purchaser
3306347,hotmail.com,purchaser
3306348,gmail.com,purchaser
3306350,gmail.com,purchaser
3306351,gmail.com,purchaser
3306352,bellsouth.net,purchaser
3306353,gmail.com,purchaser
3306355,gmail.com,purchaser
3306356,icloud.com,purchaser
3306358,yahoo.com,purchaser
3306359,yahoo.com,purchaser
3306360,gmail.com,purchaser
3306361,comcast.net,purchaser
3306362,hotmail.com,purchaser
3306363,gmail.com,purchaser
3306363,gmail.com,recipient
3306365,gmail.com,purchaser
3306366,hotmail.com,purchaser
3306367,yahoo.com,purchaser
3306368,gmail.com,purchaser
3306369,yahoo.com,purchaser
3306370,gmail.com,purchaser
3306371,gmail.com,purchaser
3306373,gmail.com,purchaser
3306374,yahoo.com,purchaser
3306375,yahoo.com,purchaser
3306376,gmail.com,purchaser
3306377,gmail.com,purchaser
3306379,hotmail.com,purchaser
3306381,gmail.com,purchaser
3306383,gmail.com,purchaser
3306384,yahoo.com,purchaser
3306385,gmail.com,purchaser
3306386,yahoo.com,purchaser
3306387,gmail.com,purchaser
3306388,gmail.com,purchaser
3306389,sbcglobal.net,purchaser
3306390,outlook.com,purchaser
3306391,yahoo.com,purchaser
3306392,gmail.com,purchaser
3306393,gmail.com,purchaser
3306395,aol.com,purchaser
3306396,yahoo.com.mx,purchaser
3306396,yahoo.com.mx,recipient
3306397,hotmail.com,purchaser
3306397,hotmail.com,recipient
