device_id,canonical_profile_str,device_info,os,browser,screen,device_type
DEV_8321bb5a238d,SAMSUNG SM-G892A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2220x1080,SAMSUNG SM-G892A Build/NRD90M,Android 7.0,samsung browser 6.2,2220x1080,mobile
DEV_1d3dd34abab9,HUAWEI TAG-L13 Build/HUAWEITAG-L13 | Unknown | chrome 64.0 for android | Unknown,HUAWEI TAG-L13 Build/HUAWEITAG-L13,,chrome 64.0 for android,,mobile
DEV_b72e7fadc658,XT1650 | Android 6.0.1 | chrome 64.0 for android | 2560x1440,XT1650,Android 6.0.1,chrome 64.0 for android,2560x1440,mobile
DEV_3e2a4152287f,Windows | Windows 7 | firefox 58.0 | Unknown,Windows,Windows 7,firefox 58.0,,desktop
DEV_250427bdf648,rv:56.0 | Windows 8.1 | firefox 56.0 | 1920x1080,rv:56.0,Windows 8.1,firefox 56.0,1920x1080,desktop
DEV_9a3c3f2d6d11,HUAWEI VNS-L53 Build/HUAWEIVNS-L53 | Unknown | chrome 64.0 for android | Unknown,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 64.0 for android,,mobile
DEV_d42488a87b9c,SM-J320M Build/LMY47V | Unknown | chrome 64.0 for android | Unknown,SM-J320M Build/LMY47V,,chrome 64.0 for android,,mobile
DEV_ebb81fa795ad,LG-K500 Build/MMB29M | Unknown | chrome 64.0 for android | Unknown,LG-K500 Build/MMB29M,,chrome 64.0 for android,,mobile
DEV_22f6eea2f58c,rv:50.0 | Mac OS X 10.13 | firefox | 1920x1080,rv:50.0,Mac OS X 10.13,firefox,1920x1080,desktop
DEV_96e402f4a02d,E2306 Build/26.3.A.1.33 | Unknown | chrome 64.0 for android | Unknown,E2306 Build/26.3.A.1.33,,chrome 64.0 for android,,mobile
DEV_d52f355abe15,Windows | Windows 10 | firefox 58.0 | 3000x2000,Windows,Windows 10,firefox 58.0,3000x2000,desktop
DEV_6867dfe3bf69,Windows | Windows 10 | chrome 64.0 | 1920x1080,Windows,Windows 10,chrome 64.0,1920x1080,desktop
DEV_e0161bf86989,Windows | Unknown | opera | Unknown,Windows,,opera,,desktop
DEV_68129cea5eb5,Unknown | Unknown | chrome 64.0 | Unknown,,,chrome 64.0,,desktop
DEV_65773dc8cc2f,LG-H870 Build/NRD90U | Unknown | chrome 64.0 for android | Unknown,LG-H870 Build/NRD90U,,chrome 64.0 for android,,mobile
DEV_860ff4d1b784,Windows | Windows 7 | firefox 58.0 | 1366x768,Windows,Windows 7,firefox 58.0,1366x768,desktop
DEV_47ff9a494cfa,Windows | Unknown | firefox 59.0 | Unknown,Windows,,firefox 59.0,,desktop
DEV_218f97e859b8,SM-G900P Build/LRX21T | Android 5.0 | chrome 64.0 for android | 1920x1080,SM-G900P Build/LRX21T,Android 5.0,chrome 64.0 for android,1920x1080,mobile
DEV_e0408c8d4c57,Moto Z2 Play Build/NPSS26.118-19-14 | Unknown | chrome 64.0 for android | Unknown,Moto Z2 Play Build/NPSS26.118-19-14,,chrome 64.0 for android,,mobile
DEV_d477e87a60fa,Unknown | Android | chrome 64.0 | 1280x720,,Android,chrome 64.0,1280x720,mobile
DEV_67d7ac3fa1d4,Z981 Build/MMB29M | Android 6.0.1 | chrome 64.0 for android | 1920x1080,Z981 Build/MMB29M,Android 6.0.1,chrome 64.0 for android,1920x1080,mobile
DEV_26753172762e,SM-G900F Build/KOT49H | Unknown | chrome 64.0 for android | Unknown,SM-G900F Build/KOT49H,,chrome 64.0 for android,,mobile
DEV_502c51545798,EVA-L09 Build/HUAWEIEVA-L09 | Unknown | chrome 64.0 for android | Unknown,EVA-L09 Build/HUAWEIEVA-L09,,chrome 64.0 for android,,mobile
DEV_3b44f442efe1,Unknown | Unknown | firefox 58.0 | Unknown,,,firefox 58.0,,desktop
DEV_081330e6841d,TA-1027 | Unknown | chrome 63.0 for android | Unknown,TA-1027,,chrome 63.0 for android,,mobile
DEV_27ac2a8ad264,Unknown | Linux | chrome 63.0 | 1280x800,,Linux,chrome 63.0,1280x800,desktop
DEV_5b0a01e935fd,Lenovo K33b36 Build/MMB29M | Unknown | android webview 4.0 | Unknown,Lenovo K33b36 Build/MMB29M,,android webview 4.0,,mobile
DEV_064ba186268a,SM-N950U Build/NMF26X | Android 7.1.1 | chrome 64.0 for android | Unknown,SM-N950U Build/NMF26X,Android 7.1.1,chrome 64.0 for android,,mobile
DEV_8de998145ccf,LG-M320 Build/NRD90U | Unknown | chrome 64.0 for android | Unknown,LG-M320 Build/NRD90U,,chrome 64.0 for android,,mobile
DEV_183d41f0809a,LG-H831 Build/NRD90U | Unknown | chrome 59.0 for android | Unknown,LG-H831 Build/NRD90U,,chrome 59.0 for android,,mobile
DEV_ebf1e83c948b,SAMSUNG SM-G930F Build/NRD90M | Unknown | other | Unknown,SAMSUNG SM-G930F Build/NRD90M,,other,,mobile
DEV_78cb16b20f60,BLADE V8 SE Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,BLADE V8 SE Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_84bdc3705513,SGH-M919 Build/KTU84P | Android | chrome 63.0 for android | 1920x1080,SGH-M919 Build/KTU84P,Android,chrome 63.0 for android,1920x1080,mobile
DEV_ac198c1491a8,SM-T580 Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,SM-T580 Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_1075c4b16871,SM-A300H Build/LRX22G | Unknown | chrome 64.0 for android | Unknown,SM-A300H Build/LRX22G,,chrome 64.0 for android,,mobile
DEV_75a0936a830e,rv:58.0 | Unknown | Generic/Android 7.0 | Unknown,rv:58.0,,Generic/Android 7.0,,mobile
DEV_b4323e27bbe0,SM-J710MN Build/MMB29K | Unknown | chrome 64.0 for android | Unknown,SM-J710MN Build/MMB29K,,chrome 64.0 for android,,mobile
DEV_aeb847662dd4,E5506 Build/29.1.A.0.101 | Unknown | chrome 49.0 for android | Unknown,E5506 Build/29.1.A.0.101,,chrome 49.0 for android,,mobile
DEV_09c26ebd0839,8050G Build/LMY47I | Unknown | chrome 55.0 for android | Unknown,8050G Build/LMY47I,,chrome 55.0 for android,,mobile
DEV_79feb450cb2f,SM-A520F Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,SM-A520F Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_59f546a434b3,SM-J700M Build/MMB29K | Unknown | chrome 64.0 for android | Unknown,SM-J700M Build/MMB29K,,chrome 64.0 for android,,mobile
DEV_1db38fe686e1,iOS Device | iOS 10.0.2 | mobile safari generic | 1334x750,iOS Device,iOS 10.0.2,mobile safari generic,1334x750,mobile
DEV_a618d47fea44,SM-J530GM Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,SM-J530GM Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_9fd0ac4d72ef,SM-G610M Build/MMB29K | Unknown | chrome 64.0 for android | Unknown,SM-G610M Build/MMB29K,,chrome 64.0 for android,,mobile
DEV_273867e59758,GT-I9060L Build/JDQ39 | Unknown | chrome 64.0 for android | Unknown,GT-I9060L Build/JDQ39,,chrome 64.0 for android,,mobile
DEV_63bba412e472,LG-X165g Build/LRX21M | Unknown | chrome 64.0 for android | Unknown,LG-X165g Build/LRX21M,,chrome 64.0 for android,,mobile
DEV_fec9cd474f49,rv:58.0 | Mac OS X 10.10 | firefox 58.0 | 1280x1024,rv:58.0,Mac OS X 10.10,firefox 58.0,1280x1024,desktop
DEV_1713004d2f07,F3313 Build/37.0.A.2.108 | Unknown | chrome 64.0 for android | Unknown,F3313 Build/37.0.A.2.108,,chrome 64.0 for android,,mobile
DEV_b24ba9443cd3,P5006A Build/NRD90M | Unknown | chrome 63.0 for android | Unknown,P5006A Build/NRD90M,,chrome 63.0 for android,,mobile
DEV_bc537517f475,Hisense L675 Build/MRA58K | Unknown | chrome 55.0 for android | Unknown,Hisense L675 Build/MRA58K,,chrome 55.0 for android,,mobile
DEV_3281a5e84582,SM-N920A Build/MMB29K | Unknown | chrome 63.0 for android | Unknown,SM-N920A Build/MMB29K,,chrome 63.0 for android,,mobile
DEV_b915d147bb6d,iOS Device | iOS 11.2.5 | chrome 64.0 for ios | 2048x1536,iOS Device,iOS 11.2.5,chrome 64.0 for ios,2048x1536,mobile
DEV_4f4b3328a2da,MacOS | Mac OS X 10_11_6 | chrome 64.0 | 1280x800,MacOS,Mac OS X 10_11_6,chrome 64.0,1280x800,desktop
DEV_d1109111a03b,SAMSUNG SM-G925I Build/NRD90M | Unknown | samsung browser 5.4 | Unknown,SAMSUNG SM-G925I Build/NRD90M,,samsung browser 5.4,,mobile
DEV_c25cfbab54ea,LG-M700 Build/NMF26X | Unknown | chrome 64.0 for android | Unknown,LG-M700 Build/NMF26X,,chrome 64.0 for android,,mobile
DEV_64a90a51d4b6,Windows | Windows 10 | chrome 64.0 | 3840x2160,Windows,Windows 10,chrome 64.0,3840x2160,desktop
DEV_299c58f097bd,iOS Device | iOS 11.2.5 | mobile safari generic | 2048x1536,iOS Device,iOS 11.2.5,mobile safari generic,2048x1536,mobile
DEV_36f3e3aed9fd,MacOS | Mac OS X 10_13_3 | safari generic | 1344x756,MacOS,Mac OS X 10_13_3,safari generic,1344x756,desktop
DEV_06577636da69,MacOS | Mac OS X 10_13_3 | safari generic | 1600x900,MacOS,Mac OS X 10_13_3,safari generic,1600x900,desktop
DEV_4caa8a87df76,SM-A720F Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,SM-A720F Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_f48ce43890ed,LGLS770 | Android 6.0 | chrome 63.0 for android | 1280x720,LGLS770,Android 6.0,chrome 63.0 for android,1280x720,mobile
DEV_e1f6b44b6f60,SM-G955F Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,SM-G955F Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_89907235d4a2,Lenovo TB-7703X Build/S100 | Unknown | chrome 62.0 for android | Unknown,Lenovo TB-7703X Build/S100,,chrome 62.0 for android,,mobile
DEV_e2ca108681f6,LG-H650 Build/MRA58K | Unknown | chrome 64.0 for android | Unknown,LG-H650 Build/MRA58K,,chrome 64.0 for android,,mobile
DEV_243a671df25a,Unknown | Linux | chrome 64.0 | 2560x1440,,Linux,chrome 64.0,2560x1440,desktop
DEV_fde67fea07dc,Windows | Windows 7 | chrome 64.0 | 1366x768,Windows,Windows 7,chrome 64.0,1366x768,desktop
DEV_8a63078fc6dc,SM-G950F Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,SM-G950F Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_0ddcfaeaacee,G8141 | Unknown | chrome 64.0 for android | Unknown,G8141,,chrome 64.0 for android,,mobile
DEV_b35af7573c8d,SM-J730GM Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,SM-J730GM Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_c7976cfc9756,SM-N900W8 Build/LRX21V | Unknown | chrome 64.0 for android | Unknown,SM-N900W8 Build/LRX21V,,chrome 64.0 for android,,mobile
DEV_1293f33a72bd,SM-G935F Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,SM-G935F Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_2035650e88e2,rv:58.0 | Mac OS X 10.13 | firefox 58.0 | 2560x1600,rv:58.0,Mac OS X 10.13,firefox 58.0,2560x1600,desktop
DEV_ecdc9d4a7a21,SM-J730G Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,SM-J730G Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_f027c2c411e6,MacOS | Mac OS X 10_11_4 | chrome 58.0 | 1440x900,MacOS,Mac OS X 10_11_4,chrome 58.0,1440x900,desktop
DEV_664bfc7d4f1e,Windows | Windows 7 | chrome 64.0 | 1680x1050,Windows,Windows 7,chrome 64.0,1680x1050,desktop
DEV_bd37bca04324,SM-J700M Build/LMY48B | Unknown | chrome 64.0 for android | Unknown,SM-J700M Build/LMY48B,,chrome 64.0 for android,,mobile
DEV_90cdab366027,SM-J730GM Build/NRD90M | Unknown | chrome 61.0 for android | Unknown,SM-J730GM Build/NRD90M,,chrome 61.0 for android,,mobile
DEV_5d405f5244c9,MacOS | Mac OS X 10_13_3 | chrome 64.0 | 1800x1125,MacOS,Mac OS X 10_13_3,chrome 64.0,1800x1125,desktop
DEV_583a9783ba26,SM-G530W | Unknown | chrome 63.0 for android | Unknown,SM-G530W,,chrome 63.0 for android,,mobile
DEV_1055c1b568ad,MacOS | Mac OS X 10_13_3 | chrome 63.0 | 1920x1080,MacOS,Mac OS X 10_13_3,chrome 63.0,1920x1080,desktop
DEV_cbb81d212b91,Windows | Windows 10 | firefox 58.0 | 1600x900,Windows,Windows 10,firefox 58.0,1600x900,desktop
DEV_05a2e2d65b1e,iOS Device | iOS 11.2.5 | mobile safari generic | 1136x640,iOS Device,iOS 11.2.5,mobile safari generic,1136x640,mobile
DEV_85c2b330f91c,Windows | Unknown | firefox 52.0 | Unknown,Windows,,firefox 52.0,,desktop
DEV_d7c8fb68d1a7,SM-G930F Build/MMB29K | Unknown | chrome 64.0 for android | Unknown,SM-G930F Build/MMB29K,,chrome 64.0 for android,,mobile
DEV_11e421c08ff4,SM-T810 Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,SM-T810 Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_e36ced737604,AX921 Build/MRA58K | Unknown | chrome 63.0 for android | Unknown,AX921 Build/MRA58K,,chrome 63.0 for android,,mobile
DEV_466fd4a80c6f,LG-K200 Build/MXB48T | Unknown | chrome 64.0 for android | Unknown,LG-K200 Build/MXB48T,,chrome 64.0 for android,,mobile
DEV_49bf40a729b0,SM-A510M Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,SM-A510M Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_d408cd5e54a0,ALE-L23 Build/HuaweiALE-L23 | Unknown | chrome 64.0 for android | Unknown,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,,mobile
DEV_3e26aa570240,LG-D331 Build/LRX22G | Unknown | chrome 64.0 for android | Unknown,LG-D331 Build/LRX22G,,chrome 64.0 for android,,mobile
DEV_4f0b2c298934,SM-A310M Build/LMY47X | Unknown | chrome 64.0 for android | Unknown,SM-A310M Build/LMY47X,,chrome 64.0 for android,,mobile
DEV_bc7634427407,SM-G955U Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,SM-G955U Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_eafb4fc20b69,Turbo C5 Build/LMY47I | Unknown | chrome 64.0 for android | Unknown,Turbo C5 Build/LMY47I,,chrome 64.0 for android,,mobile
DEV_462534075e93,Lenovo A2016b30 Build/MRA58K | Unknown | chrome 60.0 for android | Unknown,Lenovo A2016b30 Build/MRA58K,,chrome 60.0 for android,,mobile
DEV_004119d82e2e,Blade | Unknown | chrome 64.0 for android | Unknown,Blade,,chrome 64.0 for android,,mobile
DEV_74ce5b912ffd,SM-T560 Build/KTU84P | Unknown | chrome 56.0 for android | Unknown,SM-T560 Build/KTU84P,,chrome 56.0 for android,,mobile
DEV_c13f47d77f2d,SM-N910F Build/MMB29M | Unknown | chrome 64.0 for android | Unknown,SM-N910F Build/MMB29M,,chrome 64.0 for android,,mobile
DEV_af914141574f,Windows | Windows 7 | firefox 58.0 | 1920x1080,Windows,Windows 7,firefox 58.0,1920x1080,desktop
DEV_efb5ab19cdf5,SM-G531H Build/LMY48B | Unknown | chrome 64.0 for android | Unknown,SM-G531H Build/LMY48B,,chrome 64.0 for android,,mobile
DEV_f27aa022c3ee,Windows | Windows 10 | chrome 64.0 | 2736x1824,Windows,Windows 10,chrome 64.0,2736x1824,desktop
DEV_95a3f668b7fc,MacOS | Mac OS X 10_13_3 | chrome 64.0 | 1366x768,MacOS,Mac OS X 10_13_3,chrome 64.0,1366x768,desktop
DEV_d095bc82d802,hi6210sft Build/MRA58K | Unknown | chrome 64.0 for android | Unknown,hi6210sft Build/MRA58K,,chrome 64.0 for android,,mobile
DEV_ed727359ccfe,Windows | Windows 10 | firefox 58.0 | 1920x1080,Windows,Windows 10,firefox 58.0,1920x1080,desktop
DEV_3f453afff783,LG-X240 Build/MRA58K | Unknown | chrome 64.0 for android | Unknown,LG-X240 Build/MRA58K,,chrome 64.0 for android,,mobile
DEV_c2895a47011e,D5316 Build/19.4.A.0.182 | Unknown | chrome 62.0 for android | Unknown,D5316 Build/19.4.A.0.182,,chrome 62.0 for android,,mobile
DEV_f847ba575275,ZTE Blade A511 Build/MRA58K | Unknown | chrome 63.0 for android | Unknown,ZTE Blade A511 Build/MRA58K,,chrome 63.0 for android,,mobile
DEV_2450dd2f1860,Ilium L1000 Build/LRX22G | Unknown | chrome 64.0 for android | Unknown,Ilium L1000 Build/LRX22G,,chrome 64.0 for android,,mobile
DEV_e5bd4d6d27b2,E5803 Build/32.4.A.1.54 | Unknown | opera | Unknown,E5803 Build/32.4.A.1.54,,opera,,mobile
DEV_ee1548d67759,F3113 Build/33.2.A.3.81 | Unknown | chrome 51.0 for android | Unknown,F3113 Build/33.2.A.3.81,,chrome 51.0 for android,,mobile
DEV_abbe5455b07d,Unknown | Unknown | samsung browser 6.2 | Unknown,,,samsung browser 6.2,,mobile
DEV_e3cbd4fde370,rv:58.0 | Windows 10 | firefox | 1440x900,rv:58.0,Windows 10,firefox,1440x900,desktop
DEV_f69d56b518c3,LG-K530 Build/MMB29M | Unknown | chrome 64.0 for android | Unknown,LG-K530 Build/MMB29M,,chrome 64.0 for android,,mobile
DEV_7fb1348e1cdc,Moto C Build/NRD90M.063 | Unknown | chrome 64.0 for android | Unknown,Moto C Build/NRD90M.063,,chrome 64.0 for android,,mobile
DEV_24774ccf8bee,SM-G900M Build/LRX21T | Unknown | chrome 57.0 for android | Unknown,SM-G900M Build/LRX21T,,chrome 57.0 for android,,mobile
DEV_f5e898ad8da6,SM-G530T | Unknown | chrome 64.0 for android | Unknown,SM-G530T,,chrome 64.0 for android,,mobile
DEV_101f27fed97c,Windows | Windows 7 | chrome 64.0 | Unknown,Windows,Windows 7,chrome 64.0,,desktop
DEV_a81519e1c9a0,Moto | Unknown | chrome 64.0 for android | Unknown,Moto,,chrome 64.0 for android,,mobile
DEV_56389c4e8bd3,KYY22 | Unknown | chrome 63.0 for android | Unknown,KYY22,,chrome 63.0 for android,,mobile
DEV_aeb73ae254b1,iOS Device | iOS 11.2.5 | chrome 63.0 for ios | 2048x1536,iOS Device,iOS 11.2.5,chrome 63.0 for ios,2048x1536,mobile
DEV_3fcb6c05353d,MacOS | Mac OS X 10_12_3 | chrome 63.0 | 2880x1800,MacOS,Mac OS X 10_12_3,chrome 63.0,2880x1800,desktop
DEV_157ccc37268c,BLL-L23 Build/HUAWEIBLL-L23 | Unknown | chrome 64.0 for android | Unknown,BLL-L23 Build/HUAWEIBLL-L23,,chrome 64.0 for android,,mobile
DEV_d99b1d6c1cb9,SM-G935V Build/NRD90M | Android 7.0 | chrome 64.0 for android | 1920x1080,SM-G935V Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080,mobile
DEV_c393ad75c4ef,SM-G935V Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,SM-G935V Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_450ed10deeb1,PRA-LX3 Build/HUAWEIPRA-LX3 | Unknown | chrome 64.0 for android | Unknown,PRA-LX3 Build/HUAWEIPRA-LX3,,chrome 64.0 for android,,mobile
DEV_ab0d896c2c35,Unknown | Linux | chrome 64.0 | 2961x1442,,Linux,chrome 64.0,2961x1442,desktop
DEV_c54cf7b50e12,SM-G935V Build/NRD90M | Android 7.0 | chrome 64.0 for android | 2560x1440,SM-G935V Build/NRD90M,Android 7.0,chrome 64.0 for android,2560x1440,mobile
DEV_ba11d93ecb55,TRT-L53 Build/HUAWEITRT-L53 | Unknown | chrome 64.0 for android | Unknown,TRT-L53 Build/HUAWEITRT-L53,,chrome 64.0 for android,,mobile
DEV_f8f2b39dc085,Windows | Windows 10 | opera | 1600x900,Windows,Windows 10,opera,1600x900,desktop
DEV_4d022af4553f,Windows | Windows 10 | chrome 64.0 | 1680x1050,Windows,Windows 10,chrome 64.0,1680x1050,desktop
DEV_eb63dd821d0c,SAMSUNG-SM-G930A Build/NRD90M | Android 7.0 | chrome 64.0 for android | 1920x1080,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080,mobile
DEV_a828df247fca,CAM-L03 Build/HUAWEICAM-L03 | Unknown | chrome 64.0 for android | Unknown,CAM-L03 Build/HUAWEICAM-L03,,chrome 64.0 for android,,mobile
DEV_c1e945ca7474,SAMSUNG SM-G935A Build/NRD90M | Unknown | samsung browser 6.2 | Unknown,SAMSUNG SM-G935A Build/NRD90M,,samsung browser 6.2,,mobile
DEV_faff99228247,TA-1039 Build/NMF26F | Unknown | chrome 64.0 for android | Unknown,TA-1039 Build/NMF26F,,chrome 64.0 for android,,mobile
DEV_7e06d778eda8,LG-M400 Build/NRD90U | Unknown | chrome 64.0 for android | Unknown,LG-M400 Build/NRD90U,,chrome 64.0 for android,,mobile
DEV_d20ccce19b4d,Windows | Windows 10 | firefox 58.0 | 1360x768,Windows,Windows 10,firefox 58.0,1360x768,desktop
DEV_371f83d5c05d,Moto E (4) Plus Build/NMA26.42-11-3 | Unknown | chrome generic | Unknown,Moto E (4) Plus Build/NMA26.42-11-3,,chrome generic,,desktop
DEV_816793400ac6,iOS Device | iOS 11.2.5 | mobile safari generic | 2732x2048,iOS Device,iOS 11.2.5,mobile safari generic,2732x2048,mobile
DEV_7c114ca4fb9e,LG-X180g Build/LMY47I | Unknown | chrome 64.0 for android | Unknown,LG-X180g Build/LMY47I,,chrome 64.0 for android,,mobile
DEV_55a12cf7dee8,MacOS | Mac OS X 10_13_3 | safari generic | 1680x1050,MacOS,Mac OS X 10_13_3,safari generic,1680x1050,desktop
DEV_d3638641586d,SM-G930T Build/NRD90M | Android 7.0 | chrome 64.0 for android | 1920x1080,SM-G930T Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080,mobile
DEV_833fbe454ce0,SM-P580 Build/NRD90M | Unknown | chrome 56.0 for android | Unknown,SM-P580 Build/NRD90M,,chrome 56.0 for android,,mobile
DEV_b08a17d5e27f,TA-1039 Build/N2G47H | Unknown | chrome 64.0 for android | Unknown,TA-1039 Build/N2G47H,,chrome 64.0 for android,,mobile
DEV_2be1df7c74f7,5012G Build/MRA58K | Unknown | chrome 64.0 for android | Unknown,5012G Build/MRA58K,,chrome 64.0 for android,,mobile
DEV_624ee96c225b,C6906 Build/14.6.A.1.236 | Unknown | chrome 64.0 for android | Unknown,C6906 Build/14.6.A.1.236,,chrome 64.0 for android,,mobile
DEV_801329506f36,SM-G920F Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,SM-G920F Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_1a78d1baff17,MacOS | Mac OS X 10_13_3 | chrome 63.0 | 2880x1800,MacOS,Mac OS X 10_13_3,chrome 63.0,2880x1800,desktop
DEV_7eca8169f03f,HUAWEI VNS-L21 Build/HUAWEIVNS-L21 | Unknown | chrome 64.0 for android | Unknown,HUAWEI VNS-L21 Build/HUAWEIVNS-L21,,chrome 64.0 for android,,mobile
DEV_28c5c6c469d8,Y635-L03 Build/HuaweiY635-L03 | Unknown | chrome 56.0 for android | Unknown,Y635-L03 Build/HuaweiY635-L03,,chrome 56.0 for android,,mobile
DEV_f2109ef99edc,SM-T530 Build/LRX22G | Unknown | chrome 63.0 for android | Unknown,SM-T530 Build/LRX22G,,chrome 63.0 for android,,mobile
DEV_dd2b26c1d9bb,G3223 Build/42.0.A.4.101 | Unknown | chrome 64.0 for android | Unknown,G3223 Build/42.0.A.4.101,,chrome 64.0 for android,,mobile
DEV_686f23ae190d,LG-H990 Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,LG-H990 Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_417efa99578a,XT1635-02 Build/NPN26.118-22-2 | Unknown | chrome 64.0 for android | Unknown,XT1635-02 Build/NPN26.118-22-2,,chrome 64.0 for android,,mobile
DEV_220d7a64b1c1,Ilium L610 Build/MRA58K | Unknown | chrome 64.0 for android | Unknown,Ilium L610 Build/MRA58K,,chrome 64.0 for android,,mobile
DEV_cae53c483b06,XT1575 Build/NPHS25.200-23-1 | Unknown | chrome 63.0 for android | Unknown,XT1575 Build/NPHS25.200-23-1,,chrome 63.0 for android,,mobile
DEV_835f33d131e3,Moto X Play Build/NPD26.48-24-1 | Unknown | chrome 64.0 for android | Unknown,Moto X Play Build/NPD26.48-24-1,,chrome 64.0 for android,,mobile
DEV_3e065563bf53,5080A Build/MRA58K | Unknown | chrome 64.0 for android | Unknown,5080A Build/MRA58K,,chrome 64.0 for android,,mobile
DEV_8b6566a672a1,Redmi Note 4 Build/NRD90M | Unknown | chrome 61.0 for android | Unknown,Redmi Note 4 Build/NRD90M,,chrome 61.0 for android,,mobile
DEV_237bc116fdae,Lenovo K33b36 Build/NRD90N | Unknown | chrome 64.0 for android | Unknown,Lenovo K33b36 Build/NRD90N,,chrome 64.0 for android,,mobile
DEV_930279b50cb4,Pixel 2 XL Build/OPM1.171019.013 | Android 8.1.0 | chrome 64.0 for android | Unknown,Pixel 2 XL Build/OPM1.171019.013,Android 8.1.0,chrome 64.0 for android,,mobile
